-0.122333	-0.466438
-0.419206	-0.439225
-0.404274	0.522515
-0.830286	0.400672
0.929782	-0.399713
0.174418	-0.462477
0.492729	0.404846
-0.052150	0.471703
0.398265	-0.822260
-0.207902	-0.441508
-0.142430	0.477652
0.408115	-0.924562
-0.424038	-0.445957
0.048323	0.495908
0.434411	-0.402481
0.679905	-0.398369
0.889713	0.397638
-0.053052	0.483739
0.403590	0.979935
-0.101749	0.462669
0.471773	-0.152816
0.404892	0.840116
-0.040637	-0.487857
-0.404105	0.884507
-0.143502	-0.476978
0.430835	-0.410717
-0.421074	0.492872
0.019565	-0.491623
0.913865	-0.399431
-0.979319	-0.402353
-0.432535	-0.456165
-0.487802	-0.402724
0.405911	-0.911271
-0.214985	0.440428
-0.421408	0.422712
-0.400149	0.874221
0.445599	-0.450543
-0.406318	0.290033
0.432995	-0.437505
-0.422742	0.261695
-0.318657	0.378728
-0.490499	0.012270
0.508097	0.428377
-0.983640	-0.411800
-0.396347	-0.718627
0.646610	-0.396674
0.075995	0.486334
0.880535	0.399607
0.391274	-0.587423
-0.740241	-0.397958
0.485301	-0.400245
-0.035943	0.482658
-0.006887	0.478583
-0.490174	-0.026301
0.434445	-0.422224
-0.449538	-0.221210
-0.410109	0.421809
0.560870	0.405980
0.463046	0.442453
0.715495	-0.394233
0.416839	0.437451
-0.404880	0.465938
-0.173257	0.461502
-0.944884	0.412897
-0.009819	-0.480184
-0.021363	0.484207
-0.132929	0.460995
