-0.045	0.258
-0.408	0.275
0.080	-0.250
0.025	0.335
-0.292	0.376
0.177	0.315
-0.136	0.239
-0.263	-0.412
0.105	0.159
-0.440	0.092
-0.098	-0.327
-0.310	0.197
-0.034	-0.036
0.275	-0.306
0.218	0.254
0.153	0.186
-0.008	-0.418
-0.330	-0.211
0.294	-0.273
0.167	-0.469
0.115	-0.148
0.179	0.157
0.190	-0.276
0.051	0.238
-0.198	-0.369
-0.240	-0.236
0.237	0.285
-0.199	-0.276
0.238	0.401
0.307	-0.374
0.209	-0.059
0.329	-0.175
0.194	0.291
0.275	-0.096
0.435	0.147
0.165	-0.107
0.282	0.195
-0.336	-0.195
0.109	0.244
-0.044	-0.280
0.185	0.353
0.495	-0.048
-0.007	-0.127
0.165	0.459
-0.198	-0.386
0.290	-0.113
-0.357	0.336
0.015	-0.065
0.157	0.473
0.385	-0.087
0.308	-0.352
0.058	-0.375
0.030	-0.201
-0.384	-0.132
-0.224	0.192
0.401	0.079
-0.252	-0.236
0.032	0.249
0.158	0.344
-0.411	0.122
0.181	0.235
-0.280	-0.114
-0.266	-0.212
-0.079	-0.057
0.336	-0.068
0.347	-0.352
0.065	-0.086
0.434	-0.080
0.387	-0.112
-0.301	0.029
-0.209	-0.089
-0.182	-0.080
-0.231	-0.284
-0.430	0.105
0.276	-0.134
-0.266	0.231
-0.242	0.004
0.239	0.387
0.448	-0.071
-0.332	0.276
0.490	0.061
-0.103	-0.083
0.308	0.289
0.031	-0.355
-0.388	0.291
-0.355	-0.237
0.295	-0.042
0.174	-0.466
-0.372	0.146
-0.064	0.327
0.199	-0.103
-0.212	0.385
-0.319	0.015
-0.025	-0.289
0.432	0.095
-0.106	-0.250
0.074	-0.214
-0.081	0.383
0.054	-0.209
0.067	-0.122
0.160	-0.183
-0.341	-0.141
-0.173	0.126
-0.200	0.300
0.026	-0.004
0.270	0.194
0.226	-0.114
0.092	0.064
0.038	0.227
0.054	0.003
-0.219	0.117
0.207	-0.298
-0.012	-0.322
0.080	0.246
0.493	-0.059
0.452	0.181
-0.276	-0.239
0.011	0.000
-0.247	0.261
0.065	-0.130
-0.236	0.357
-0.226	0.368
0.295	-0.145
0.296	-0.021
-0.078	-0.086
-0.128	0.222
0.204	0.176
-0.457	-0.065
-0.321	0.103
0.274	-0.008
0.254	-0.415
-0.079	-0.428
0.067	0.199
-0.484	-0.102
0.108	-0.339
-0.164	0.459
0.387	-0.197
-0.232	0.180
-0.332	0.099
0.230	0.215
-0.110	-0.263
-0.146	0.182
-0.108	0.305
0.058	-0.282
0.190	0.452
0.010	0.131
-0.322	-0.115
0.113	-0.335
0.044	0.110
0.348	0.145
0.312	-0.350
0.168	-0.107
0.162	0.092
0.052	-0.465
-0.011	-0.183
0.115	0.161
-0.185	0.133
0.036	-0.438
0.128	0.413
-0.087	0.489
0.035	0.130
0.230	0.135
0.124	0.384
0.027	-0.478
-0.044	0.139
0.083	0.144
-0.038	0.377
0.118	-0.018
-0.251	-0.045
0.302	0.044
-0.125	-0.152
-0.242	-0.160
-0.192	-0.161
0.009	0.158
-0.484	-0.047
0.340	0.138
0.291	-0.245
-0.390	0.032
-0.283	0.098
-0.144	-0.156
0.105	0.326
0.268	-0.358
-0.389	0.169
-0.301	0.024
0.076	0.486
-0.036	0.106
0.018	-0.226
-0.427	-0.209
0.329	-0.210
0.050	-0.107
0.338	0.232
-0.023	-0.066
-0.035	0.063
0.329	0.040
0.248	0.342
0.135	-0.158
0.437	-0.097
0.193	-0.312
-0.029	-0.466
-0.237	-0.189
0.382	0.115
-0.406	-0.042
-0.113	-0.270
0.455	-0.065
0.169	-0.334
-0.052	-0.403
-0.385	-0.089
0.143	0.336
0.190	-0.076
-0.069	-0.072
-0.336	-0.249
0.219	0.211
0.079	-0.165
0.201	0.028
0.054	-0.297
0.123	0.323
0.142	-0.457
-0.372	-0.038
0.013	0.129
0.464	0.126
0.147	-0.360
0.314	-0.298
-0.000	0.489
-0.026	0.472
0.436	-0.242
0.194	-0.346
0.075	0.273
0.158	0.071
0.099	0.131
-0.024	-0.115
-0.041	-0.184
0.076	-0.156
0.154	0.287
0.370	-0.001
0.209	0.240
0.103	-0.180
0.342	0.153
0.320	0.327
0.224	0.264
-0.227	0.021
0.164	0.438
0.306	0.156
-0.061	-0.019
-0.197	-0.021
0.044	-0.190
0.072	0.173
0.047	-0.094
0.098	0.018
-0.420	-0.109
0.235	-0.110
-0.425	-0.029
0.062	-0.281
0.371	-0.105
0.152	-0.239
0.181	-0.315
-0.142	0.075
-0.115	0.262
0.455	-0.181
0.093	0.475
-0.392	0.287
-0.114	-0.124
-0.314	-0.191
-0.071	-0.056
0.340	-0.315
-0.144	-0.354
-0.181	0.281
-0.401	-0.030
-0.113	-0.119
0.096	0.378
0.447	0.073
-0.000	0.169
-0.203	0.340
0.472	0.054
0.135	-0.303
-0.077	0.254
-0.039	0.159
-0.404	0.032
0.239	0.217
0.352	0.032
-0.242	0.143
-0.139	-0.321
0.350	-0.206
-0.157	-0.397
0.319	0.305
-0.217	0.106
-0.224	0.051
-0.118	-0.062
-0.121	-0.108
0.448	-0.063
-0.280	-0.229
0.287	-0.229
-0.290	0.062
0.030	0.162
-0.315	0.359
-0.279	0.062
-0.084	0.280
-0.364	0.304
0.034	-0.348
-0.280	0.134
-0.120	-0.460
-0.326	-0.228
-0.035	0.449
-0.331	-0.008
0.032	0.142
-0.282	0.120
0.175	-0.190
0.158	0.277
-0.434	-0.086
-0.388	0.243
0.295	-0.212
-0.130	0.288
-0.329	0.348
-0.213	-0.319
0.470	-0.075
-0.169	0.361
-0.136	0.144
0.338	0.320
0.332	0.157
0.301	-0.264
0.108	-0.365
-0.042	-0.383
0.327	-0.070
0.090	-0.119
-0.016	-0.000
0.294	-0.191
0.422	0.094
0.202	0.291
0.119	0.210
-0.340	0.292
0.418	0.264
-0.115	-0.043
-0.028	-0.232
-0.232	-0.276
-0.302	-0.160
0.473	0.149
-0.034	-0.082
-0.116	-0.226
-0.356	0.143
0.137	-0.125
0.290	-0.151
0.042	0.203
0.183	-0.253
0.118	0.307
0.284	-0.383
-0.418	0.095
-0.211	-0.085
-0.108	-0.468
-0.081	-0.172
-0.052	0.331
-0.115	0.373
0.231	0.344
0.066	0.490
-0.283	-0.293
-0.020	-0.306
-0.308	0.319
0.317	-0.239
0.368	-0.233
0.439	-0.238
-0.080	-0.249
0.224	0.179
-0.459	-0.125
0.258	0.348
-0.215	0.067
0.053	-0.169
0.098	-0.013
0.216	0.114
-0.339	-0.046
0.039	-0.147
-0.418	-0.083
-0.229	-0.211
-0.381	-0.031
0.214	0.307
-0.303	0.049
0.168	0.256
0.186	0.265
0.122	-0.398
0.248	-0.168
-0.186	-0.364
-0.048	-0.243
0.054	-0.012
-0.185	0.046
-0.392	-0.139
0.334	0.089
0.016	0.255
0.298	0.160
0.039	0.185
-0.296	0.320
-0.068	-0.397
-0.280	0.294
0.048	-0.379
0.002	0.485
0.253	-0.117
0.134	0.402
-0.228	0.128
-0.266	0.002
0.299	-0.267
-0.101	0.458
-0.184	-0.212
-0.414	-0.162
-0.123	0.370
0.052	0.349
-0.466	0.113
0.489	0.063
0.135	0.464
0.418	-0.048
-0.014	0.300
0.290	0.196
-0.196	-0.184
0.408	-0.020
0.364	-0.297
-0.130	0.086
0.000	-0.440
0.259	-0.406
-0.376	0.218
-0.482	0.070
-0.414	-0.148
-0.357	0.313
0.242	-0.268
-0.165	-0.123
0.226	0.271
0.218	-0.053
0.432	0.146
-0.402	0.196
0.315	-0.047
-0.091	0.345
0.137	-0.247
-0.356	0.256
-0.172	0.369
-0.194	0.400
-0.062	-0.193
0.126	-0.480
0.332	-0.008
-0.011	-0.384
-0.330	-0.216
0.065	0.437
-0.083	-0.330
0.235	-0.215
0.230	-0.347
0.048	-0.393
-0.077	0.067
0.186	0.296
0.245	0.332
0.216	0.007
0.264	0.333
-0.250	-0.077
0.106	0.464
0.414	0.041
-0.387	0.261
-0.028	0.119
-0.065	0.230
0.329	-0.229
0.070	0.120
-0.062	-0.027
0.023	0.094
0.147	0.414
-0.021	0.128
0.049	-0.292
-0.331	0.271
-0.127	-0.467
-0.339	-0.020
0.195	0.411
-0.177	-0.080
-0.097	0.179
-0.448	0.049
0.094	0.046
-0.314	-0.353
0.095	0.428
0.075	-0.396
-0.401	0.231
0.006	-0.437
0.239	0.227
0.077	-0.079
0.085	-0.189
-0.426	0.211
0.250	0.180
-0.244	0.269
0.095	0.442
-0.406	-0.289
0.155	-0.294
0.387	-0.306
-0.000	0.429
0.123	-0.415
0.056	-0.388
-0.421	0.125
-0.070	-0.340
-0.105	-0.310
0.053	0.251
-0.112	0.449
-0.077	0.113
0.330	-0.080
0.231	-0.233
-0.093	-0.085
-0.186	-0.195
-0.313	0.380
0.063	-0.465
0.298	0.273
0.086	-0.277
0.171	-0.275
0.356	-0.250
0.220	0.248
-0.478	-0.013
0.247	-0.366
0.298	-0.033
0.159	-0.129
-0.161	0.368
-0.331	-0.318
0.158	-0.126
0.208	0.048
-0.150	0.011
-0.030	0.205
0.130	-0.065
-0.391	0.123
0.470	0.014
0.274	-0.190
0.169	-0.232
-0.230	0.440
-0.101	-0.196
0.311	0.027
0.167	0.249
-0.088	0.244
-0.189	-0.265
-0.234	0.423
0.070	-0.314
0.368	-0.196
0.325	0.037
0.213	-0.249
-0.333	-0.138
0.322	-0.246
-0.027	-0.331
0.388	-0.257
-0.130	-0.107
-0.327	-0.264
0.040	-0.135
-0.171	-0.435
0.186	0.049
-0.231	0.337
-0.108	0.010
0.065	-0.421
