0.536	-0.444
0.435	-0.717
0.608	-0.687
-0.415	0.543
0.783	-0.433
-0.431	0.477
-0.542	0.787
0.814	-0.794
-0.695	0.464
0.587	-0.672
-0.851	0.900
-0.520	0.596
-0.591	0.780
0.996	-0.892
-0.929	0.496
0.424	-0.635
-0.596	0.842
-0.479	0.755
-0.422	0.552
0.969	-0.993
-0.593	0.587
-0.405	0.810
-0.452	0.729
0.449	-0.644
-0.685	0.766
-0.989	0.567
0.442	-0.902
0.618	-0.737
-0.533	0.660
-0.802	0.847
0.654	-0.418
0.475	-0.479
0.715	-0.638
0.808	-0.618
-0.934	0.402
0.990	-0.883
0.935	-0.632
-0.485	0.523
0.833	-0.579
0.731	-0.780
-0.982	0.847
0.893	-0.755
0.849	-0.632
0.894	-0.972
-0.512	0.825
0.996	-0.929
-0.404	0.619
-0.884	0.779
-0.888	0.850
-0.571	0.518
0.696	-0.500
-0.414	0.417
0.847	-0.913
-0.510	0.423
-0.814	0.923
0.845	-0.807
0.893	-0.797
-0.521	0.619
0.493	-0.446
-0.771	0.761
0.536	-0.756
-0.646	0.856
0.843	-0.557
0.777	-0.796
0.747	-0.534
0.549	-0.431
0.760	-0.655
0.718	-0.733
-0.422	0.617
-0.911	0.919
-0.774	0.723
-0.613	0.676
-0.811	0.619
-0.782	0.738
-0.560	0.557
-0.596	0.606
-0.857	0.925
0.834	-0.794
0.751	-0.616
0.857	-0.821
0.497	-0.927
0.851	-0.801
0.602	-0.418
0.779	-0.977
-0.704	0.851
0.740	-0.448
-0.690	0.657
0.912	-0.652
0.791	-0.517
0.568	-0.722
-0.984	0.638
-0.820	0.569
-0.716	0.709
0.538	-0.711
-0.685	0.494
0.682	-0.865
0.457	-0.907
0.474	-0.996
-0.931	0.549
0.746	-0.490
0.866	-0.821
-0.476	0.886
-0.416	0.498
-0.650	0.853
-0.574	0.585
-0.567	0.588
-0.905	0.644
0.512	-0.897
0.926	-0.471
-0.448	0.586
-0.496	0.941
-0.434	0.819
0.688	-0.546
0.577	-0.665
0.526	-0.755
