0.724333	-0.688484
-0.077883	-0.223466
0.904799	-0.549706
-0.549742	-0.480750
-0.207409	-0.707201
0.584713	0.967987
0.173828	-0.470177
-0.483902	-0.870289
0.394648	-0.233199
0.152743	0.661724
-0.689159	0.887112
0.860775	0.611445
-0.811433	-0.561640
-0.375390	-0.111382
-0.476002	0.681209
-0.891290	0.649195
0.282538	-0.820982
0.852145	0.412248
0.246793	-0.820950
0.662774	-0.600464
0.973616	-0.713352
0.834390	0.898093
-0.287943	-0.568346
-0.773174	-0.099375
-0.129985	-0.239335
0.758633	0.813754
0.439842	0.159642
0.089037	-0.504310
0.440481	0.268055
-0.652165	-0.147271
0.046149	0.594628
0.031779	-0.291077
-0.127447	-0.317461
0.708822	-0.483070
0.852103	0.228987
-0.389441	-0.921071
-0.870389	0.480574
0.654846	0.239207
-0.346652	0.704079
-0.320952	0.812990
0.862021	0.768085
0.302502	0.036139
-0.844769	-0.917711
0.187010	-0.208788
-0.940437	0.473751
0.768386	0.990680
0.620489	0.219667
0.315582	0.699417
0.349279	-0.203844
0.004125	-0.964638
0.192359	-0.291796
0.005349	-0.429775
0.314029	0.872727
0.518635	0.970544
0.600923	-0.778313
-0.607865	-0.533007
0.865886	-0.006888
0.042917	0.856567
0.698135	-0.336594
0.076234	0.013716
-0.574487	0.809872
0.429638	0.845234
-0.862158	-0.440355
-0.291933	0.042140
-0.391248	-0.838302
-0.394199	0.823721
-0.446166	0.072795
-0.580280	-0.934093
-0.723713	0.764041
0.352521	-0.222242
0.778034	-0.412370
0.207672	-0.567136
-0.836573	0.345514
-0.007491	0.262969
-0.965351	0.676539
-0.404576	-0.939346
-0.242877	-0.333545
0.310957	0.739250
-0.834900	0.730677
-0.693729	-0.993036
0.110847	0.359485
-0.721753	0.137519
-0.065415	-0.652519
-0.654809	0.367450
-0.489093	0.690706
0.773876	0.744287
0.450415	-0.621338
0.511069	0.621789
-0.822476	-0.311364
0.058111	0.916774
-0.146263	-0.211212
0.160008	-0.204248
-0.729145	-0.844764
-0.450899	0.292755
-0.427330	-0.103418
0.940120	0.407489
-0.699922	0.181365
0.072939	-0.305314
0.451600	0.684718
0.073389	0.431873
0.762025	-0.510016
-0.384238	0.278772
0.775770	-0.925476
-0.953376	-0.770240
0.492307	0.160462
0.401082	-0.100204
0.701161	-0.918839
-0.604153	-0.287060
0.013653	-0.919435
-0.144212	-0.912958
0.512438	0.176161
0.849068	-0.997578
-0.535170	0.281194
0.372386	-0.759400
0.355718	-0.377406
-0.712776	0.585478
-0.117050	0.107993
-0.624743	-0.731545
0.275053	-0.242431
0.356213	-0.680378
-0.530061	-0.930847
-0.449496	-0.075058
-0.937058	-0.898897
-0.934636	0.514411
